application_number	drug_name_brand	drug_name_generic	url	indication	raw_biomarkers	involves_categorical_variants	categorical_variants
761139	Enhertu	trastuzumab deruxtecan	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761139s028lbl.pdf	"ENHERTU is a HER2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic non-small cell lung cancer (NSCLC) whose tumors have activating HER2 (ERBB2) mutations, as detected by an FDA-approved test, and who have received a prior systemic therapy. These indications are approved under accelerated approval based on objective response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial."	HER2 (ERBB2) mutations	TRUE	HER2 (ERBB2) variants
761139	Enhertu	trastuzumab deruxtecan	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761139s028lbl.pdf	ENHERTU is a HER2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with locally advanced or metastatic HER2-positive (IHC 3+ or IHC 2+/ISH positive) gastric or gastroesophageal junction adenocarcinoma who have received a prior trastuzumab-based regimen.	HER2-positive (IHC 3+ or IHC 2+/ISH positive)	FALSE	
761139	Enhertu	trastuzumab deruxtecan	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761139s028lbl.pdf	ENHERTU is a HER2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic HER2-positive (IHC 3+) solid tumors who have received prior systemic treatment and have no satisfactory alternative treatment options. These indications are approved under accelerated approval based on objective response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.	HER2-positive (IHC 3+)	FALSE	
761270	Imjudo	tremelimumab-actl	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761270s000lbl.pdf	IMJUDO is a cytotoxic T-lymphocyte-associated antigen 4 (CTLA-4) blocking antibody indicated in combination with durvalumab and platinum-based chemotherapy for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) with no sensitizing epidermal growth factor receptor (EGFR) mutation or anaplastic lymphoma kinase (ALK) genomic tumor aberrations.	no sensitizing EGFR mutation or ALK genomic tumor aberrations	FALSE	
213411	Tukysa	tucatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213411s004lbl.pdf	"TUKYSA is a kinase inhibitor indicated in combination with trastuzumab and capecitabine for treatment of adult patients with advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received one or more prior anti-HER2-based regimens in the metastatic setting."	HER2-positive	FALSE	
213411	Tukysa	tucatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213411s004lbl.pdf	"TUKYSA is a kinase inhibitor indicated in combination with trastuzumab for the treatment of adult patients with RAS wild-type HER2-positive unresectable or metastatic colorectal cancer that has progressed following treatment with fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy. This indication is approved under accelerated approval based on tumor response rate and durability of response [see Clinical Studies (14.2)]. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials."	"RAS wild-type, HER2-positive"	FALSE	
202429	Zelboraf	vemurafenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202429s019lbl.pdf	ZELBORAF is a kinase inhibitor indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test.	BRAF V600E	FALSE	
202429	Zelboraf	vemurafenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202429s019lbl.pdf	ZELBORAF is indicated for the treatment of patients with Erdheim-Chester Disease with BRAF V600 mutation.	BRAF V600	TRUE	BRAF V600
208065	Tagrisso	osimertinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208065s033lbl.pdf	"TAGRISSO is a kinase inhibitor indicated for the treatment of adult patients with locally advanced, unresectable (stage III) NSCLC whose disease has not progressed during or following concurrent or sequential platinum-based chemoradiation therapy and whose tumors have EGFR exon 19 deletions or exon 21 L858R mutations, as detected by an FDA-approved test."	EGFR exon 19 deletions or exon 21 L858R	TRUE	EGFR exon 19 deletion variants
761210	Rybrevant	amivantamab-vmjw	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761210s004lbl.pdf	"RYBREVANT is a bispecific EGF receptor-directed and MET receptor-directed antibody indicated in combination with lazertinib for the first-line treatment of adult patients with locally advanced or metastatic NSCLC with EGFR exon 19 deletions or exon 21 L858R substitution mutations, as detected by an FDA-approved test."	EGFR exon 19 deletions or exon 21 L858R	TRUE	EGFR exon 19 deletion variants
219008	Lazcluze	lazertinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/219008s000lbledt.pdf	"LAZCLUZE is a kinase inhibitor indicated in combination with amivantamab for the first-line treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R substitution mutations, as detected by an FDA-approved test."	EGFR exon 19 deletions or exon 21 L858R	TRUE	EGFR exon 19 deletion variants
761210	Rybrevant	amivantamab-vmjw	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761210s004lbl.pdf	"RYBREVANT is a bispecific EGF receptor-directed and MET receptor-directed antibody indicated in combination with carboplatin and pemetrexed for the treatment of adult patients with locally advanced or metastatic NSCLC with EGFR exon 19 deletions or exon 21 L858R substitution mutations, whose disease has progressed on or after treatment with an EGFR tyrosine kinase inhibitor."	EGFR exon 19 deletions or exon 21 L858R	TRUE	EGFR exon 19 deletion variants
761310	Elahere	mirvetuximab soravtansine-gynx	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761310Origs005lbl.pdf	"ELAHERE is a folate receptor alpha (FRα)-directed antibody and microtubule inhibitor conjugate indicated for the treatment of adult patients with FR-alpha positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer, who have received one to three prior systemic treatment regimens. Select patients for therapy based on an FDA-approved test."	folate receptor-alpha tumor expression	FALSE	
217700	Ojemda	tovorafenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217700s000lbl.pdf	"OJEMDA is a kinase inhibitor indicated for the treatment of patients 6 months of age and older with relapsed or refractory pediatric low-grade glioma (LGG) harboring a BRAF fusion or rearrangement, or BRAF V600 mutation."	"BRAF fusion or rearrangement, or BRAF V600 mutation"	TRUE	BRAF V600; BRAF rearrangements; v::BRAF
761069	Imfinzi	durvalumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761069s043lbledt.pdf	"IMFINZI is a programmed death-ligand 1 (PD-L1) blocking antibody indicated in combination with platinum-containing chemotherapy as neoadjuvant treatment, followed by IMFINZI continued as a single agent as adjuvant treatment after surgery, for the treatment of adult patients with resectable (tumors ≥ 4 cm and/or node positive) non-small cell lung cancer (NSCLC) and no known epidermal growth factor receptor (EGFR) mutations or anaplastic lymphoma kinase (ALK) rearrangements."	no known epidermal growth factor receptor (EGFR) mutations or anaplastic lymphoma kinase (ALK) rearrangements.	FALSE	
216340	Krazati	adagrasib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216340Orig1s000Corrected_lbl.pdf	"KRAZATI is an inhibitor of the RAS GTPase family indicated in combination with cetuximab for the treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic CRC, as determined by an FDA-approved test, who have received prior treatment with fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy. These indications are approved under accelerated approval based on objective response rate (ORR) and duration of response (DOR). Continued approval for these indications may be contingent upon verification and description of a clinical benefit in confirmatory trials."	KRAS G12C	FALSE	
218784	Voranigo	vorasidenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218784s000lbl.pdf	"VORANIGO is an isocitrate dehydrogenase-1 (IDH1) and isocitrate dehydrogenase-2 (IDH2) inhibitor indicated for the treatment of adult and pediatric patients 12 years and older with Grade 2 astrocytoma or oligodendroglioma with a susceptible IDH1 or IDH2 mutation following surgery including biopsy, sub-total resection, or gross total resection."	IDH1 or IDH2 mutations	TRUE	IDH1 variants; IDH2 variants
209092	Kisqali	ribociclib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209092Orig1s018lbl.pdf	"KISQALI is a kinase inhibitor indicated in combination with an aromatase inhibitor for the adjuvant treatment of adults with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative stage II and III early breast cancer at high risk of recurrence."	"hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative"	FALSE	
125554	Opdivo	nivolumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125554s129lbl.pdf	"OPDIVO is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of adult patients with metastatic non-small cell lung cancer expressing PD-L1 (>= 1%) as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations, as first-line treatment in combination with ipilimumab."	PD-L1 (>= 1%)	FALSE	
125554	Opdivo	nivolumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125554s129lbl.pdf	"OPDIVO is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of adult patients with metastatic or recurrent non-small cell lung cancer with no EGFR or ALK genomic tumor aberrations as first-line treatment, in combination with ipilimumab and 2 cycles of platinum-doublet chemotherapy."	no EGFR or ALK genomic tumor aberrations	FALSE	
125554	Opdivo	nivolumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125554s129lbl.pdf	"OPDIVO is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of adult and pediatric (12 years and older) patients with microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer that has progressed following treatment with a fluoropyrimidine, oxaliplatin, and irinotecan."	microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR)	FALSE	
219249	Itovebi	inavolisib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/219249s000lbl.pdf	"ITOVEBI is a kinase inhibitor indicated in combination with palbociclib and fulvestrant for the treatment of adults with endocrine-resistant, PIK3CA-mutated, hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer, as detected by an FDA-approved test, following recurrence on or after completing adjuvant endocrine therapy."	"PIK3CA-mutated, hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative"	TRUE	PIK3CA variants
761365	Vyloy	zolbetuximab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761365s000lbl.pdf	VYLOY is a claudin 18.2-directed cytolytic antibody and is indicated in combination with fluoropyrimidine- and platinum-containing chemotherapy for the first-line treatment of adults with locally advanced unresectable or metastatic human epidermal growth factor receptor 2 (HER2)-negative gastric or gastroesophageal junction adenocarcinoma whose tumors are claudin (CLDN) 18.2 positive as determined by an FDA-approved test.	human epidermal growth factor receptor 2 (HER2)-negative .. claudin (CLDN) 18.2 positive	FALSE	
761416	Ziihera	zanidatamab-hrii	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/761416Orig1s000Lbl.pdf	"ZIHERA is a bispecific HER2-directed antibody indicated for the treatment of adults with previously treated, unresectable or metastatic HER2-positive (IHC 3+) biliary tract cancer (BTC), as detected by an FDA-approved test. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s)."	HER2-positive (IHC 3+)	FALSE	
761352	Bizengri	zenocutuzumab-zbco	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761352s001lbl.pdf	"BIZENGRI is a bispecific HER2- and HER3-directed antibody indicated for the treatment of adults with advanced, unresectable or metastatic non-small cell lung cancer (NSCLC) harboring a neuregulin 1 (NRG1) gene fusion with disease progression on or after prior systemic therapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s)."	NGR1 gene fusion	TRUE	v::NRG1
761352	Bizengri	zenocutuzumab-zbco	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761352s001lbl.pdf	"BIZENGRI is a bispecific HER2- and HER3-directed antibody indicated for the treatment of adults with advanced, unresectable or metastatic pancreatic adenocarcinoma harboring a neuregulin 1 (NRG1) gene fusion with disease progression on or after prior systemic therapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s)."	NRG1 gene fusion	TRUE	v::NRG1
218171	Ensacove	ensartinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218171s000lbl.pdf	ENSACOVE is a kinase inhibitor indicated for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive locally advanced or metastatic non-small cell lung cancer (NSCLC) who have not previously received an ALK-inhibitor.	ALK-positive	TRUE	v::ALK
210496	Braftovi	encorafenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210496s017lbl.pdf	"BRAFTOVI is a kinase inhibitor indicated in combination with cetuximab and mFOLFOX6, for the treatment of patients with metastatic colorectal cancer (mCRC) with a BRAF V600E mutation, as detected by an FDA-approved test. This indication is approved under accelerated approval based on response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). BRAFTOVI is not indicated for treatment of patients with wild-type BRAF melanoma, wild-type BRAF CRC, or wild-type BRAF NSCLC."	BRAF V600E	FALSE	
215358	Scemblix	asciminib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215358Orig1s008lbl.pdf	SCEMBLIX is a kinase inhibitor indicated for the treatment of adult patients with newly diagnosed philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP). This indication is approved under accelerated approval based on major molecular response rate. Continued approval for this indication may be contingent upon verification of clinical benefit in a confirmatory trial(s).	philadelphia chromosome-positive	FALSE	
218944	Revuforj	revumenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218944s000lbl.pdf	REVUFORJ is a menin inhibitor indicated for the treatment of relapsed or refractory acute leukemia with a lysine methyltransferase 2A gene (KMT2A) translocation in adult and pediatric patients 1 year and older.	KMT2A translocation	TRUE	KMT2A translocations
22334	Afinitor	everolimus	"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023,022334s051lbl.pdf"	"AFINITOR is a kinase inhibitor indicated for the treatment of adults with renal angiomyolipoma and tuberous sclerosis complex (TSC), not requiring immediate surgery."	TSC1/2	TRUE	TSC1 variants; TSC2 variants
22334	Afinitor	everolimus	"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023,022334s051lbl.pdf"	AFINITOR and AFINITOR DISPERZ are kinase inhibitors indicated for the treatment of adult and pediatric patients aged 1 year and older with TSC who have subependymal giant cell astrocytoma (SEGA) that requires therapeutic intervention but cannot be curatively resected.	TSC1/2	TRUE	TSC1 variants; TSC2 variants
125554	Opdivo	nivolumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125554s129lbl.pdf	OPDIVO is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of adult and pediatric (12 years and older) patients with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) colorectal cancer (CRC) in combination with ipilimumab.	microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR)	FALSE	
219713	Ibtrozi	taletrectinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219713s000lbl.pdf	IBTROZI is a kinase inhibitor indicated for the treatment of adult patients with locally advanced or metastatic ROS1-positive non-small cell lung cancer (NSCLC).	ROS1-positive	TRUE	v::ROS1
761384	Emrelis	telisotuzumab vedotin	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761384s000lbl.pdf	"EMRELIS is a c-Met-directed antibody and microtubule inhibitor conjugate indicated for the treatment of adult patients with locally advanced or metastatic non-squamous non-small cell lung cancer (NSCLC) with high c-Met protein overexpression [>=50% of tumor cells with strong (3+) staining], as determined by an FDA-approved test, who have received a prior systemic therapy."	high c-Met protein overexpression [>=50% of tumor cells with strong (3+) staining]	FALSE	
219616	Avmapki Fakzynja co-pack	avutometinib; defactinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219616s000lbl.pdf	"AVMAPKI FAKZYNJA CO-PACK, a combination of avutometinib and defactinib, each kinase inhibitors, is indicated for the treatment of adult patients with KRAS-mutated recurrent low-grade serous ovarian cancer (LGSOC) who have received prior systemic therapy."	KRAS-mutated	TRUE	KRAS variants
